,time,baseline,S^2 case,S^2 case 0,S^2 all,S^2 probe 1,S^2 probe all,target,target
12404,0.00138597,89.647095,89.647095,89.647095,89.647095,89.647095,89.647095,89.610344,89.610344
12405,0.00138599,89.98852,89.98852,89.98852,89.98852,89.98852,89.98852,89.98852,89.98852
12406,0.00138602,90.55143,90.55143,90.55143,90.55143,90.55143,90.55143,90.441154,90.441154
12407,0.00138604,90.99409,90.99409,90.99409,90.99409,90.99409,90.99409,90.956055,90.956055
12408,0.00138606,91.085655,94.72787,89.5691,86.85199,88.01264,92.5992,91.52588,91.52588
12409,0.00138608,92.163055,92.163055,92.163055,92.163055,92.163055,92.163055,92.14795,92.14795
12410,0.0013861,92.8661,92.8661,92.8661,92.8661,92.8661,92.8661,92.828606,92.828606
12411,0.00138612,93.581535,93.581535,93.581535,93.581535,93.581535,93.581535,93.581535,93.581535
12412,0.00138615,94.63572,94.63572,94.63572,94.63572,94.63572,94.63572,94.41503,94.41503
12413,0.00138617,95.41961,95.41961,95.41961,95.41961,95.41961,95.41961,95.33837,95.33837
12414,0.00138619,94.51765,98.09265,92.50403,90.76694,91.37907,96.55727,96.36108,96.36108
12415,0.00138621,97.508934,97.508934,97.508934,97.508934,97.508934,97.508934,97.49243,97.49243
12416,0.00138623,98.7893,98.7893,98.7893,98.7893,98.7893,98.7893,98.736565,98.736565
12417,0.00138625,100.09766,100.09766,100.09766,100.09766,100.09766,100.09766,100.09766,100.09766
12418,0.00138627,101.36145,101.36145,101.36145,101.36145,101.36145,101.36145,101.56763,101.56763
12419,0.0013863,103.30494,103.30494,103.30494,103.30494,103.30494,103.30494,103.12841,103.12841
12420,0.00138632,101.11697,103.945915,98.06059,97.72334,97.669014,104.00923,104.76,104.76
12421,0.00138634,106.408714,106.408714,106.408714,106.408714,106.408714,106.408714,106.44189,106.44189
12422,0.00138636,108.15899,108.15899,108.15899,108.15899,108.15899,108.15899,108.15453,108.15453
12423,0.00138638,109.882805,109.882805,109.882805,109.882805,109.882805,109.882805,109.882805,109.882805
12424,0.00138641,112.23294,112.23294,112.23294,112.23294,112.23294,112.23294,111.615715,111.615715
12425,0.00138643,113.671875,113.671875,113.671875,113.671875,113.671875,113.671875,113.34228,113.34228
12426,0.00138645,111.17964,113.37658,106.805534,107.24627,107.270134,115.060036,115.05419,115.05419
12427,0.00138647,116.419,116.419,116.419,116.419,116.419,116.419,116.74169,116.74169
12428,0.00138649,117.805176,117.805176,117.805176,117.805176,117.805176,117.805176,118.39305,118.39305
12429,0.00138652,120.009514,120.009514,120.009514,120.009514,120.009514,120.009514,120.009514,120.009514
12430,0.00138654,121.59484,121.59484,121.59484,121.59484,121.59484,121.59484,121.59472,121.59472
12431,0.00138656,123.19206,123.19206,123.19206,123.19206,123.19206,123.19206,123.15502,123.15502
12432,0.00138658,121.41587,124.96769,117.15596,117.25865,117.52908,126.59235,124.69458,124.69458
12433,0.0013866,126.03038,126.03038,126.03038,126.03038,126.03038,126.03038,126.211174,126.211174
12434,0.00138663,127.877525,127.877525,127.877525,127.877525,127.877525,127.877525,127.69774,127.69774
12435,0.00138665,129.15184,129.15184,129.15184,129.15184,129.15184,129.15184,129.15184,129.15184
12436,0.00138667,130.54146,130.54146,130.54146,130.54146,130.54146,130.54146,130.57103,130.57103
12437,0.00138669,131.96315,131.96315,131.96315,131.96315,131.96315,131.96315,131.9536,131.9536
12438,0.00138671,131.20743,135.79881,127.09657,126.71669,127.22813,136.56406,133.29688,133.29688
12439,0.00138673,134.4599,134.4599,134.4599,134.4599,134.4599,134.4599,134.60498,134.60498
12440,0.00138676,136.04192,136.04192,136.04192,136.04192,136.04192,136.04192,135.88428,135.88428
12441,0.00138678,137.13988,137.13988,137.13988,137.13988,137.13988,137.13988,137.13988,137.13988
12442,0.0013868,138.35802,138.35802,138.35802,138.35802,138.35802,138.35802,138.37915,138.37915
12443,0.00138682,139.62117,139.62117,139.62117,139.62117,139.62117,139.62117,139.60596,139.60596
12444,0.00138684,140.08452,144.98662,135.98315,134.96078,135.83337,144.79561,140.81836,140.81836
12445,0.00138687,142.35913,142.35913,142.35913,142.35913,142.35913,142.35913,142.01196,142.01196
12446,0.00138689,143.31032,143.31032,143.31032,143.31032,143.31032,143.31032,143.17017,143.17017
12447,0.00138691,144.30223,144.30223,144.30223,144.30223,144.30223,144.30223,144.30223,144.30223
12448,0.00138693,145.39279,145.39279,145.39279,145.39279,145.39279,145.39279,145.41722,145.41722
12449,0.00138695,146.52295,146.52295,146.52295,146.52295,146.52295,146.52295,146.52075,146.52075
12450,0.00138697,148.0014,152.71834,143.33463,142.42989,143.39014,152.58217,147.60448,147.60448
12451,0.001387,149.01335,149.01335,149.01335,149.01335,149.01335,149.01335,148.65186,148.65186
12452,0.00138702,149.84409,149.84409,149.84409,149.84409,149.84409,149.84409,149.65794,149.65794
12453,0.00138704,150.63182,150.63182,150.63182,150.63182,150.63182,150.63182,150.63182,150.63182
12454,0.00138706,151.41191,151.41191,151.41191,151.41191,151.41191,151.41191,151.58594,151.58594
12455,0.00138708,152.21101,152.21101,152.21101,152.21101,152.21101,152.21101,152.53734,152.53734
12456,0.00138711,154.73976,159.44337,150.34346,148.20238,149.91342,159.40614,153.49878,153.49878
12457,0.00138713,154.43752,154.43752,154.43752,154.43752,154.43752,154.43752,154.4475,154.4475
12458,0.00138715,155.39163,155.39163,155.39163,155.39163,155.39163,155.39163,155.37865,155.37865
12459,0.00138717,156.29639,156.29639,156.29639,156.29639,156.29639,156.29639,156.29639,156.29639
12460,0.00138719,157.10637,157.10637,157.10637,157.10637,157.10637,157.10637,157.20776,157.20776
12461,0.00138722,158.22032,158.22032,158.22032,158.22032,158.22032,158.22032,158.10376,158.10376
12462,0.00138724,160.9801,165.25168,156.42404,154.5955,155.99744,165.62617,158.97093,158.97093
12463,0.00138726,159.77524,159.77524,159.77524,159.77524,159.77524,159.77524,159.79297,159.79297
12464,0.00138728,160.62012,160.62012,160.62012,160.62012,160.62012,160.62012,160.61034,160.61034
12465,0.0013873,161.47948,161.47948,161.47948,161.47948,161.47948,161.47948,161.47948,161.47948
12466,0.00138733,162.7601,162.7601,162.7601,162.7601,162.7601,162.7601,162.41698,162.41698
12467,0.00138735,163.61943,163.61943,163.61943,163.61943,163.61943,163.61943,163.4226,163.4226
12468,0.00138737,166.70032,170.80064,162.13809,160.41417,161.7537,171.21373,164.49731,164.49731
12469,0.00138739,165.41383,165.41383,165.41383,165.41383,165.41383,165.41383,165.64964,165.64964
12470,0.00138741,166.42151,166.42151,166.42151,166.42151,166.42151,166.42151,166.89087,166.89087
12471,0.00138744,168.23631,168.23631,168.23631,168.23631,168.23631,168.23631,168.23631,168.23631
12472,0.00138746,169.7034,169.7034,169.7034,169.7034,169.7034,169.7034,169.68773,169.68773
12473,0.00138748,171.27367,171.27367,171.27367,171.27367,171.27367,171.27367,171.22191,171.22191
12474,0.0013875,173.57309,177.03279,167.88673,167.66267,168.84128,177.4777,172.80786,172.80786
12475,0.00138752,174.20956,174.20956,174.20956,174.20956,174.20956,174.20956,174.42406,174.42406
12476,0.00138754,175.55397,175.55397,175.55397,175.55397,175.55397,175.55397,176.06201,176.06201
12477,0.00138757,177.72144,177.72144,177.72144,177.72144,177.72144,177.72144,177.72144,177.72144
12478,0.00138759,179.39528,179.39528,179.39528,179.39528,179.39528,179.39528,179.40623,179.40623
12479,0.00138761,181.16179,181.16179,181.16179,181.16179,181.16179,181.16179,181.12181,181.12181
12480,0.00138763,183.28008,186.01657,176.28925,177.26631,178.37148,186.34636,182.87572,182.87572
12481,0.00138765,184.43951,184.43951,184.43951,184.43951,184.43951,184.43951,184.67236,184.67236
12482,0.00138768,186.72235,186.72235,186.72235,186.72235,186.72235,186.72235,186.51561,186.51561
12483,0.0013877,188.40771,188.40771,188.40771,188.40771,188.40771,188.40771,188.40771,188.40771
12484,0.00138772,190.33562,190.33562,190.33562,190.33562,190.33562,190.33562,190.35594,190.35594
12485,0.00138774,192.3843,192.3843,192.3843,192.3843,192.3843,192.3843,192.34961,192.34961
12486,0.00138776,194.8262,196.71446,186.51724,188.54848,189.97078,196.74335,194.3794,194.3794
12487,0.00138779,197.06235,197.06235,197.06235,197.06235,197.06235,197.06235,196.44115,196.44115
12488,0.00138781,198.78552,198.78552,198.78552,198.78552,198.78552,198.78552,198.52393,198.52393
12489,0.00138783,200.60985,200.60985,200.60985,200.60985,200.60985,200.60985,200.60985,200.60985
12490,0.00138785,202.61671,202.61671,202.61671,202.61671,202.61671,202.61671,202.67505,202.67505
12491,0.00138787,204.6863,204.6863,204.6863,204.6863,204.6863,204.6863,204.69775,204.69775
12492,0.00138789,207.51,208.75928,197.42085,201.3226,202.6903,208.25719,206.64842,206.64842
12493,0.00138792,209.14952,209.14952,209.14952,209.14952,209.14952,209.14952,208.50586,208.50586
12494,0.00138794,210.57603,210.57603,210.57603,210.57603,210.57603,210.57603,210.25609,210.25609
12495,0.00138796,211.88403,211.88403,211.88403,211.88403,211.88403,211.88403,211.88403,211.88403
12496,0.00138798,213.12375,213.12375,213.12375,213.12375,213.12375,213.12375,213.37451,213.37451
12497,0.001388,214.29164,214.29164,214.29164,214.29164,214.29164,214.29164,214.7102,214.7102
12498,0.00138803,219.34549,221.27556,208.8402,212.72865,213.7473,219.66309,215.87183,215.87183
12499,0.00138805,216.78221,216.78221,216.78221,216.78221,216.78221,216.78221,216.83203,216.83203
12500,0.00138807,217.53822,217.53822,217.53822,217.53822,217.53822,217.53822,217.58057,217.58057
12501,0.00138809,218.09961,218.09961,218.09961,218.09961,218.09961,218.09961,218.09961,218.09961
12502,0.00138811,218.43059,218.43059,218.43059,218.43059,218.43059,218.43059,218.37108,218.37108
12503,0.00138814,218.45697,218.45697,218.45697,218.45697,218.45697,218.45697,218.385,218.385
12504,0.00138816,226.79984,230.36104,217.36583,219.26118,220.6881,227.77779,218.14134,218.14134
12505,0.00138818,217.55751,217.55751,217.55751,217.55751,217.55751,217.55751,217.63866,217.63866
12506,0.0013882,216.76305,216.76305,216.76305,216.76305,216.76305,216.76305,216.86621,216.86621
12507,0.00138822,215.82983,215.82983,215.82983,215.82983,215.82983,215.82983,215.82983,215.82983
12508,0.00138824,214.79973,214.79973,214.79973,214.79973,214.79973,214.79973,214.53662,214.53662
12509,0.00138827,212.89334,212.89334,212.89334,212.89334,212.89334,212.89334,212.99803,212.99803
12510,0.00138829,224.78346,227.54286,214.61238,217.8511,218.90059,225.36237,211.22435,211.22435
12511,0.00138831,209.1627,209.1627,209.1627,209.1627,209.1627,209.1627,209.21094,209.21094
12512,0.00138833,206.85817,206.85817,206.85817,206.85817,206.85817,206.85817,206.96509,206.96509
12513,0.00138835,204.51195,204.51195,204.51195,204.51195,204.51195,204.51195,204.51195,204.51195
12514,0.00138838,201.12686,201.12686,201.12686,201.12686,201.12686,201.12686,201.86034,201.86034
12515,0.0013884,198.72961,198.72961,198.72961,198.72961,198.72961,198.72961,199.01488,199.01488
12516,0.00138842,213.25568,213.5991,201.43646,207.50697,208.18108,213.01393,195.98193,195.98193
12517,0.00138844,192.76454,192.76454,192.76454,192.76454,192.76454,192.76454,192.77783,192.77783
12518,0.00138846,189.29733,189.29733,189.29733,189.29733,189.29733,189.29733,189.4077,189.4077
12519,0.00138848,185.885,185.885,185.885,185.885,185.885,185.885,185.885,185.885
12520,0.00138851,181.20811,181.20811,181.20811,181.20811,181.20811,181.20811,182.24414,182.24414
12521,0.00138853,178.07639,178.07639,178.07639,178.07639,178.07639,178.07639,178.48851,178.48851
12522,0.00138855,194.19286,192.88599,181.69618,189.09903,189.2239,193.94862,174.60936,174.60936
12523,0.00138857,170.63574,170.63574,170.63574,170.63574,170.63574,170.63574,170.59276,170.59276
12524,0.00138859,166.41055,166.41055,166.41055,166.41055,166.41055,166.41055,166.48633,166.48633
12525,0.00138861,162.2954,162.2954,162.2954,162.2954,162.2954,162.2954,162.2954,162.2954
12526,0.00138864,156.74362,156.74362,156.74362,156.74362,156.74362,156.74362,158.0149,158.0149
12527,0.00138866,153.1192,153.1192,153.1192,153.1192,153.1192,153.1192,153.64525,153.64525
12528,0.00138868,169.56612,167.28702,156.02473,165.35747,164.27895,169.40785,149.19727,149.19727
12529,0.0013887,144.77763,144.77763,144.77763,144.77763,144.77763,144.77763,144.67918,144.67918
12530,0.00138872,140.09052,140.09052,140.09052,140.09052,140.09052,140.09052,140.1001,140.1001
12531,0.00138874,135.47363,135.47363,135.47363,135.47363,135.47363,135.47363,135.47363,135.47363
12532,0.00138877,129.16336,129.16336,129.16336,129.16336,129.16336,129.16336,130.81834,130.81834
12533,0.00138879,125.27248,125.27248,125.27248,125.27248,125.27248,125.27248,126.15332,126.15332
12534,0.00138881,141.02818,141.48419,128.99683,140.39604,136.55533,141.5208,121.498535,121.498535
12535,0.00138883,117.73172,117.73172,117.73172,117.73172,117.73172,117.73172,116.872795,116.872795
12536,0.00138886,111.91449,111.91449,111.91449,111.91449,111.91449,111.91449,112.30126,112.30126
12537,0.00138888,107.81298,107.81298,107.81298,107.81298,107.81298,107.81298,107.81298,107.81298
12538,0.0013889,103.499344,103.499344,103.499344,103.499344,103.499344,103.499344,103.43383,103.43383
12539,0.00138892,99.17753,99.17753,99.17753,99.17753,99.17753,99.17753,99.1875,99.1875
12540,0.00138894,112.33537,111.49487,103.46108,111.9182,108.412384,114.88443,95.107666,95.107666
12541,0.00138897,89.831085,89.831085,89.831085,89.831085,89.831085,89.831085,91.20605,91.20605
12542,0.00138899,86.75534,86.75534,86.75534,86.75534,86.75534,86.75534,87.46044,87.46044
12543,0.00138901,83.89453,83.89453,83.89453,83.89453,83.89453,83.89453,83.89453,83.89453
12544,0.00138903,81.14297,81.14297,81.14297,81.14297,81.14297,81.14297,80.53002,80.53002
12545,0.00138905,78.447815,78.447815,78.447815,78.447815,78.447815,78.447815,77.368645,77.368645
12546,0.00138908,87.189575,89.26471,80.38148,87.169586,84.50595,87.70951,74.424065,74.424065
12547,0.0013891,71.728485,71.728485,71.728485,71.728485,71.728485,71.728485,71.69018,71.69018
12548,0.00138912,69.143074,69.143074,69.143074,69.143074,69.143074,69.143074,69.15893,69.15893
12549,0.00138914,66.82079,66.82079,66.82079,66.82079,66.82079,66.82079,66.82079,66.82079
12550,0.00138916,64.8665,64.8665,64.8665,64.8665,64.8665,64.8665,64.66894,64.66894
12551,0.00138919,62.41878,62.41878,62.41878,62.41878,62.41878,62.41878,62.698967,62.698967
12552,0.00138921,67.90543,70.541145,61.90395,67.41946,66.45896,69.50734,60.911858,60.911858
12553,0.00138923,59.389008,59.389008,59.389008,59.389008,59.389008,59.389008,59.308342,59.308342
12554,0.00138925,57.925884,57.925884,57.925884,57.925884,57.925884,57.925884,57.886715,57.886715
12555,0.00138927,56.640373,56.640373,56.640373,56.640373,56.640373,56.640373,56.640373,56.640373
12556,0.00138929,55.620262,55.620262,55.620262,55.620262,55.620262,55.620262,55.56616,55.56616
12557,0.00138932,54.506943,54.506943,54.506943,54.506943,54.506943,54.506943,54.666744,54.666744
12558,0.00138934,56.6577,60.03167,52.28016,54.948307,55.898895,57.880077,53.951164,53.951164
12559,0.00138936,53.487926,53.487926,53.487926,53.487926,53.487926,53.487926,53.404045,53.404045
12560,0.00138938,53.13733,53.13733,53.13733,53.13733,53.13733,53.13733,53.06469,53.06469
12561,0.0013894,52.93603,52.93603,52.93603,52.93603,52.93603,52.93603,52.93603,52.93603
12562,0.00138942,52.91817,52.91817,52.91817,52.91817,52.91817,52.91817,53.018303,53.018303
12563,0.00138944,53.107758,53.107758,53.107758,53.107758,53.107758,53.107758,53.32006,53.32006
12564,0.00138947,52.537773,56.34241,49.659214,49.31055,51.731537,53.439236,53.828117,53.828117
12565,0.00138949,54.613373,54.613373,54.613373,54.613373,54.613373,54.613373,54.539787,54.539787
12566,0.00138951,55.57944,55.57944,55.57944,55.57944,55.57944,55.57944,55.482414,55.482414
12567,0.00138953,56.645992,56.645992,56.645992,56.645992,56.645992,56.645992,56.645992,56.645992
12568,0.00138955,57.763737,57.763737,57.763737,57.763737,57.763737,57.763737,58.012936,58.012936
12569,0.00138957,59.007694,59.007694,59.007694,59.007694,59.007694,59.007694,59.581535,59.581535
12570,0.0013896,55.35515,58.84737,51.356655,53.313065,54.622578,56.531487,61.34228,61.34228
12571,0.00138962,63.314907,63.314907,63.314907,63.314907,63.314907,63.314907,63.279533,63.279533
12572,0.00138964,65.47964,65.47964,65.47964,65.47964,65.47964,65.47964,65.38427,65.38427
12573,0.00138966,67.6372,67.6372,67.6372,67.6372,67.6372,67.6372,67.6372,67.6372
12574,0.00138968,69.65183,69.65183,69.65183,69.65183,69.65183,69.65183,70.00341,70.00341
12575,0.0013897,71.641846,71.641846,71.641846,71.641846,71.641846,71.641846,72.429924,72.429924
12576,0.00138973,65.91077,68.707436,60.411163,64.9896,64.59494,67.311386,74.97851,74.97851
12577,0.00138975,77.641594,77.641594,77.641594,77.641594,77.641594,77.641594,77.671135,77.671135
12578,0.00138977,80.55073,80.55073,80.55073,80.55073,80.55073,80.55073,80.516846,80.516846
12579,0.00138979,83.521965,83.521965,83.521965,83.521965,83.521965,83.521965,83.521965,83.521965
12580,0.00138982,87.83081,87.83081,87.83081,87.83081,87.83081,87.83081,86.68676,86.68676
12581,0.00138984,90.65311,90.65311,90.65311,90.65311,90.65311,90.65311,90.006096,90.006096
12582,0.00138986,83.090904,85.16043,76.39852,82.91384,80.59951,83.35077,93.50659,93.50659
12583,0.00138988,96.46507,96.46507,96.46507,96.46507,96.46507,96.46507,97.20337,97.20337
12584,0.0013899,99.6528,99.6528,99.6528,99.6528,99.6528,99.6528,101.08911,101.08911
12585,0.00138993,105.16357,105.16357,105.16357,105.16357,105.16357,105.16357,105.16357,105.16357
12586,0.00138995,109.44545,109.44545,109.44545,109.44545,109.44545,109.44545,109.420654,109.420654
12587,0.00138997,113.96967,113.96967,113.96967,113.96967,113.96967,113.96967,113.842766,113.842766
12588,0.00138999,105.28111,105.39861,97.35643,104.67513,101.56173,107.31988,118.40722,118.40722
12589,0.00139001,122.52803,122.52803,122.52803,122.52803,122.52803,122.52803,123.09057,123.09057
12590,0.00139004,128.50903,128.50903,128.50903,128.50903,128.50903,128.50903,127.879395,127.879395
12591,0.00139006,132.74902,132.74902,132.74902,132.74902,132.74902,132.74902,132.74902,132.74902
12592,0.00139008,137.42484,137.42484,137.42484,137.42484,137.42484,137.42484,137.67259,137.67259
12593,0.0013901,142.4253,142.4253,142.4253,142.4253,142.4253,142.4253,142.62134,142.62134
12594,0.00139012,133.72038,133.93985,123.39337,133.2667,129.32904,135.60829,147.56396,147.56396
12595,0.00139014,152.65953,152.65953,152.65953,152.65953,152.65953,152.65953,152.47191,152.47191
12596,0.00139016,157.551,157.551,157.551,157.551,157.551,157.551,157.31956,157.31956
12597,0.00139018,162.08252,162.08252,162.08252,162.08252,162.08252,162.08252,162.08252,162.08252
12598,0.00139021,168.08556,168.08556,168.08556,168.08556,168.08556,168.08556,166.72852,166.72852
12599,0.00139023,171.83997,171.83997,171.83997,171.83997,171.83997,171.83997,171.25267,171.25267
12600,0.00139025,165.27037,162.9239,150.30058,161.34888,159.99187,164.39098,175.67432,175.67432
12601,0.00139027,179.75124,179.75124,179.75124,179.75124,179.75124,179.75124,179.94481,179.94481
12602,0.00139029,183.93079,183.93079,183.93079,183.93079,183.93079,183.93079,184.05956,184.05956
12603,0.00139031,187.99731,187.99731,187.99731,187.99731,187.99731,187.99731,187.99731,187.99731
12604,0.00139033,191.78506,191.78506,191.78506,191.78506,191.78506,191.78506,191.74878,191.74878
12605,0.00139035,195.32811,195.32811,195.32811,195.32811,195.32811,195.32811,195.3181,195.3181
12606,0.00139037,192.57037,190.63277,179.22038,187.7392,187.62593,191.93121,198.71043,198.71043
12607,0.00139039,201.9847,201.9847,201.9847,201.9847,201.9847,201.9847,201.92992,201.92992
12608,0.00139041,205.07832,205.07832,205.07832,205.07832,205.07832,205.07832,204.98387,204.98387
12609,0.00139043,207.88745,207.88745,207.88745,207.88745,207.88745,207.88745,207.88745,207.88745
12610,0.00139045,210.35239,210.35239,210.35239,210.35239,210.35239,210.35239,210.66187,210.66187
12611,0.00139047,212.59016,212.59016,212.59016,212.59016,212.59016,212.59016,213.32031,213.32031
12612,0.0013905,213.90065,213.7559,201.41878,208.43695,208.85873,213.33255,215.87352,215.87352
12613,0.00139052,218.20084,218.20084,218.20084,218.20084,218.20084,218.20084,218.32227,218.32227
12614,0.00139054,220.57848,220.57848,220.57848,220.57848,220.57848,220.57848,220.66039,220.66039
12615,0.00139056,222.88084,222.88084,222.88084,222.88084,222.88084,222.88084,222.88084,222.88084
12616,0.00139058,225.00752,225.00752,225.00752,225.00752,225.00752,225.00752,224.9768,224.9768
12617,0.0013906,226.95824,226.95824,226.95824,226.95824,226.95824,226.95824,226.9375,226.9375
12618,0.00139062,230.03456,231.4755,217.36746,225.10793,224.76718,229.81526,228.75781,228.75781
12619,0.00139064,230.42395,230.42395,230.42395,230.42395,230.42395,230.42395,230.4336,230.4336
12620,0.00139066,231.94612,231.94612,231.94612,231.94612,231.94612,231.94612,231.9536,231.9536
12621,0.00139068,233.30664,233.30664,233.30664,233.30664,233.30664,233.30664,233.30664,233.30664
12622,0.0013907,234.49184,234.49184,234.49184,234.49184,234.49184,234.49184,234.48901,234.48901
12623,0.00139072,235.50388,235.50388,235.50388,235.50388,235.50388,235.50388,235.5034,235.5034
12624,0.00139074,241.36586,244.78891,229.5515,235.94525,235.98447,241.93471,236.34888,236.34888
12625,0.00139076,237.03398,237.03398,237.03398,237.03398,237.03398,237.03398,237.03465,237.03465
12626,0.00139078,237.5706,237.5706,237.5706,237.5706,237.5706,237.5706,237.57103,237.57103
12627,0.0013908,237.97118,237.97118,237.97118,237.97118,237.97118,237.97118,237.97118,237.97118
12628,0.00139082,238.24924,238.24924,238.24924,238.24924,238.24924,238.24924,238.24951,238.24951
12629,0.00139084,238.42244,238.42244,238.42244,238.42244,238.42244,238.42244,238.42381,238.42381
12630,0.00139086,247.28673,252.02713,237.13673,240.81778,241.68022,248.72844,238.50952,238.50952
12631,0.00139088,238.52525,238.52525,238.52525,238.52525,238.52525,238.52525,238.5178,238.5178
12632,0.0013909,238.46889,238.46889,238.46889,238.46889,238.46889,238.46889,238.45897,238.45897
12633,0.00139092,238.33568,238.33568,238.33568,238.33568,238.33568,238.33568,238.33568,238.33568
12634,0.00139094,238.1205,238.1205,238.1205,238.1205,238.1205,238.1205,238.13892,238.13892
12635,0.00139096,237.81633,237.81633,237.81633,237.81633,237.81633,237.81633,237.83836,237.83836
12636,0.00139098,248.2167,253.32927,238.64659,241.46077,242.57011,249.94623,237.41576,237.41576
12637,0.001391,236.9118,236.9118,236.9118,236.9118,236.9118,236.9118,236.90186,236.90186
12638,0.00139102,236.29944,236.29944,236.29944,236.29944,236.29944,236.29944,236.30103,236.30103
12639,0.00139104,235.57422,235.57422,235.57422,235.57422,235.57422,235.57422,235.57422,235.57422
12640,0.00139106,234.73634,234.73634,234.73634,234.73634,234.73634,234.73634,234.7583,234.7583
12641,0.00139108,233.80528,233.80528,233.80528,233.80528,233.80528,233.80528,233.83911,233.83911
12642,0.0013911,245.28778,249.62378,234.55959,239.14651,239.75372,246.42178,232.80518,232.80518
12643,0.00139112,231.7386,231.7386,231.7386,231.7386,231.7386,231.7386,231.65892,231.65892
12644,0.00139114,230.52184,230.52184,230.52184,230.52184,230.52184,230.52184,230.406,230.406
12645,0.00139116,229.04956,229.04956,229.04956,229.04956,229.04956,229.04956,229.04956,229.04956
12646,0.00139117,228.19089,228.19089,228.19089,228.19089,228.19089,228.19089,227.5891,227.5891
12647,0.00139119,226.29994,226.29994,226.29994,226.29994,226.29994,226.29994,226.0227,226.0227
12648,0.00139121,238.81743,242.17867,227.14543,233.20914,233.3038,239.3684,224.33911,224.33911
12649,0.00139123,222.45108,222.45108,222.45108,222.45108,222.45108,222.45108,222.54002,222.54002
12650,0.00139125,220.57335,220.57335,220.57335,220.57335,220.57335,220.57335,220.63548,220.63548
12651,0.00139127,218.59204,218.59204,218.59204,218.59204,218.59204,218.59204,218.59204,218.59204
12652,0.00139129,216.42662,216.42662,216.42662,216.42662,216.42662,216.42662,216.43456,216.43456
12653,0.00139131,214.1298,214.1298,214.1298,214.1298,214.1298,214.1298,214.16089,214.16089
12654,0.00139133,227.95367,229.4969,215.76143,222.61012,222.56578,227.83105,211.7876,211.7876
12655,0.00139135,209.44127,209.44127,209.44127,209.44127,209.44127,209.44127,209.31934,209.31934
12656,0.00139137,206.95332,206.95332,206.95332,206.95332,206.95332,206.95332,206.76366,206.76366
12657,0.00139139,204.1416,204.1416,204.1416,204.1416,204.1416,204.1416,204.1416,204.1416
12658,0.00139141,200.91357,200.91357,200.91357,200.91357,200.91357,200.91357,201.45311,201.45311
12659,0.00139143,197.53581,197.53581,197.53581,197.53581,197.53581,197.53581,198.70703,198.70703
12660,0.00139144,212.83551,212.57236,200.33495,207.42755,207.8641,212.27498,195.90208,195.90208
12661,0.00139146,192.87901,192.87901,192.87901,192.87901,192.87901,192.87901,193.0576,193.0576
12662,0.00139148,190.06477,190.06477,190.06477,190.06477,190.06477,190.06477,190.18724,190.18724
12663,0.0013915,187.28368,187.28368,187.28368,187.28368,187.28368,187.28368,187.28368,187.28368
12664,0.00139152,184.39629,184.39629,184.39629,184.39629,184.39629,184.39629,184.34302,184.34302
12665,0.00139154,181.40869,181.40869,181.40869,181.40869,181.40869,181.40869,181.36937,181.36937
12666,0.00139156,195.85654,195.83487,185.06166,190.3269,190.99274,196.47554,178.36327,178.36327
12667,0.00139158,175.29463,175.29463,175.29463,175.29463,175.29463,175.29463,175.31519,175.31519
12668,0.0013916,172.20601,172.20601,172.20601,172.20601,172.20601,172.20601,172.22241,172.22241
12669,0.00139162,169.09277,169.09277,169.09277,169.09277,169.09277,169.09277,169.09277,169.09277
12670,0.00139164,165.95183,165.95183,165.95183,165.95183,165.95183,165.95183,165.94066,165.94066
12671,0.00139166,162.78612,162.78612,162.78612,162.78612,162.78612,162.78612,162.7766,162.7766
12672,0.00139168,176.49162,176.40549,166.13004,171.61003,171.43402,177.8805,159.6001,159.6001
12673,0.0013917,156.39307,156.39307,156.39307,156.39307,156.39307,156.39307,156.39818,156.39818
12674,0.00139172,153.14392,153.14392,153.14392,153.14392,153.14392,153.14392,153.14818,153.14818
12675,0.00139174,149.82642,149.82642,149.82642,149.82642,149.82642,149.82642,149.82642,149.82642
12676,0.00139176,146.41898,146.41898,146.41898,146.41898,146.41898,146.41898,146.41722,146.41722
12677,0.00139178,142.91869,142.91869,142.91869,142.91869,142.91869,142.91869,142.91895,142.91895
12678,0.0013918,156.15765,157.54492,145.41278,151.76585,151.16383,157.61147,139.3274,139.3274
12679,0.00139182,135.65092,135.65092,135.65092,135.65092,135.65092,135.65092,135.65332,135.65332
12680,0.00139184,131.91164,131.91164,131.91164,131.91164,131.91164,131.91164,131.91309,131.91309
12681,0.00139186,128.13599,128.13599,128.13599,128.13599,128.13599,128.13599,128.13599,128.13599
12682,0.00139188,124.35275,124.35275,124.35275,124.35275,124.35275,124.35275,124.35546,124.35546
12683,0.0013919,120.60027,120.60027,120.60027,120.60027,120.60027,120.60027,120.60424,120.60424
12684,0.00139192,133.07846,134.70016,124.76829,131.37962,128.86888,136.15689,116.91919,116.91919
12685,0.00139194,113.349335,113.349335,113.349335,113.349335,113.349335,113.349335,113.367424,113.367424
12686,0.00139196,109.927284,109.927284,109.927284,109.927284,109.927284,109.927284,109.95141,109.95141
12687,0.00139198,106.68871,106.68871,106.68871,106.68871,106.68871,106.68871,106.68871,106.68871
12688,0.001392,103.66691,103.66691,103.66691,103.66691,103.66691,103.66691,103.65478,103.65478
