,time,baseline,S^ case,S^ case 0,S^ all,S^2 probe 1,S^2 probe all,target,target
12038,0.00137811,-200.37427,-200.37427,-200.37427,-200.37427,-200.37427,-200.37427,-200.4407,-200.4407
12039,0.00137813,-200.01077,-200.01077,-200.01077,-200.01077,-200.01077,-200.01077,-200.01077,-200.01077
12040,0.00137815,-199.47295,-199.47295,-199.47295,-199.47295,-199.47295,-199.47295,-199.32181,-199.32181
12041,0.00137817,-198.72171,-198.72171,-198.72171,-198.72171,-198.72171,-198.72171,-198.34647,-198.34647
12042,0.0013782,-209.49939,-209.16895,-210.5155,-209.01526,-202.5842,-213.33545,-197.09866,-197.09866
12043,0.00137822,-195.63077,-195.63077,-195.63077,-195.63077,-195.63077,-195.63077,-195.58157,-195.58157
12044,0.00137824,-193.84998,-193.84998,-193.84998,-193.84998,-193.84998,-193.84998,-193.80008,-193.80008
12045,0.00137826,-191.76663,-191.76663,-191.76663,-191.76663,-191.76663,-191.76663,-191.76663,-191.76663
12046,0.00137828,-189.41496,-189.41496,-189.41496,-189.41496,-189.41496,-189.41496,-189.50932,-189.50932
12047,0.0013783,-186.92458,-186.92458,-186.92458,-186.92458,-186.92458,-186.92458,-187.05936,-187.05936
12048,0.00137832,-199.2805,-198.99727,-198.07968,-197.64613,-193.30643,-200.94832,-184.449,-184.449
12049,0.00137835,-180.92722,-180.92722,-180.92722,-180.92722,-180.92722,-180.92722,-181.70242,-181.70242
12050,0.00137837,-178.53596,-178.53596,-178.53596,-178.53596,-178.53596,-178.53596,-178.85013,-178.85013
12051,0.00137839,-175.9324,-175.9324,-175.9324,-175.9324,-175.9324,-175.9324,-175.9324,-175.9324
12052,0.00137841,-173.03128,-173.03128,-173.03128,-173.03128,-173.03128,-173.03128,-172.99246,-172.99246
12053,0.00137843,-170.01538,-170.01538,-170.01538,-170.01538,-170.01538,-170.01538,-170.0574,-170.0574
12054,0.00137845,-182.32451,-182.08665,-179.91292,-180.4913,-178.30093,-182.71584,-167.13455,-167.13455
12055,0.00137848,-163.35191,-163.35191,-163.35191,-163.35191,-163.35191,-163.35191,-164.21976,-164.21976
12056,0.0013785,-160.954,-160.954,-160.954,-160.954,-160.954,-160.954,-161.30936,-161.30936
12057,0.00137852,-158.40508,-158.40508,-158.40508,-158.40508,-158.40508,-158.40508,-158.40508,-158.40508
12058,0.00137854,-155.56934,-155.56934,-155.56934,-155.56934,-155.56934,-155.56934,-155.51566,-155.51566
12059,0.00137856,-152.62514,-152.62514,-152.62514,-152.62514,-152.62514,-152.62514,-152.65213,-152.65213
12060,0.00137858,-164.21864,-163.74303,-161.40489,-161.9484,-161.1449,-164.27922,-149.82938,-149.82938
12061,0.00137861,-146.22789,-146.22789,-146.22789,-146.22789,-146.22789,-146.22789,-147.06155,-147.06155
12062,0.00137863,-144.02663,-144.02663,-144.02663,-144.02663,-144.02663,-144.02663,-144.37112,-144.37112
12063,0.00137865,-141.7703,-141.7703,-141.7703,-141.7703,-141.7703,-141.7703,-141.7703,-141.7703
12064,0.00137867,-139.34154,-139.34154,-139.34154,-139.34154,-139.34154,-139.34154,-139.27127,-139.27127
12065,0.00137869,-136.89018,-136.89018,-136.89018,-136.89018,-136.89018,-136.89018,-136.88724,-136.88724
12066,0.00137871,-147.29858,-146.21906,-143.97832,-144.78845,-144.65532,-147.91759,-134.63284,-134.63284
12067,0.00137874,-131.87932,-131.87932,-131.87932,-131.87932,-131.87932,-131.87932,-132.52518,-132.52518
12068,0.00137876,-130.3099,-130.3099,-130.3099,-130.3099,-130.3099,-130.3099,-130.57425,-130.57425
12069,0.00137878,-128.78055,-128.78055,-128.78055,-128.78055,-128.78055,-128.78055,-128.78055,-128.78055
12070,0.0013788,-127.188194,-127.188194,-127.188194,-127.188194,-127.188194,-127.188194,-127.1287,-127.1287
12071,0.00137882,-125.61041,-125.61041,-125.61041,-125.61041,-125.61041,-125.61041,-125.59696,-125.59696
12072,0.00137884,-134.4925,-133.67245,-131.37302,-133.00554,-131.47697,-136.24054,-124.16995,-124.16995
12073,0.00137887,-122.417564,-122.417564,-122.417564,-122.417564,-122.417564,-122.417564,-122.84378,-122.84378
12074,0.00137889,-121.4302,-121.4302,-121.4302,-121.4302,-121.4302,-121.4302,-121.614044,-121.614044
12075,0.00137891,-120.4866,-120.4866,-120.4866,-120.4866,-120.4866,-120.4866,-120.4866,-120.4866
12076,0.00137893,-119.52746,-119.52746,-119.52746,-119.52746,-119.52746,-119.52746,-119.47415,-119.47415
12077,0.00137895,-118.60231,-118.60231,-118.60231,-118.60231,-118.60231,-118.60231,-118.5784,-118.5784
12078,0.00137897,-126.327614,-125.62251,-123.789566,-125.49046,-122.89683,-128.64304,-117.78788,-117.78788
12079,0.001379,-116.85955,-116.85955,-116.85955,-116.85955,-116.85955,-116.85955,-117.08499,-117.08499
12080,0.00137902,-116.359535,-116.359535,-116.359535,-116.359535,-116.359535,-116.359535,-116.45242,-116.45242
12081,0.00137904,-115.87381,-115.87381,-115.87381,-115.87381,-115.87381,-115.87381,-115.87381,-115.87381
12082,0.00137906,-115.35229,-115.35229,-115.35229,-115.35229,-115.35229,-115.35229,-115.335236,-115.335236
12083,0.00137908,-114.821686,-114.821686,-114.821686,-114.821686,-114.821686,-114.821686,-114.82376,-114.82376
12084,0.0013791,-121.80526,-121.044975,-119.7807,-120.9695,-117.95133,-124.40024,-114.32791,-114.32791
12085,0.00137913,-113.69754,-113.69754,-113.69754,-113.69754,-113.69754,-113.69754,-113.83475,-113.83475
12086,0.00137915,-113.28184,-113.28184,-113.28184,-113.28184,-113.28184,-113.28184,-113.33035,-113.33035
12087,0.00137917,-112.80057,-112.80057,-112.80057,-112.80057,-112.80057,-112.80057,-112.80057,-112.80057
12088,0.00137919,-112.21283,-112.21283,-112.21283,-112.21283,-112.21283,-112.21283,-112.226105,-112.226105
12089,0.00137921,-111.55139,-111.55139,-111.55139,-111.55139,-111.55139,-111.55139,-111.58719,-111.58719
12090,0.00137923,-118.380745,-117.61129,-116.34686,-117.53253,-114.41469,-120.94242,-110.86746,-110.86746
12091,0.00137926,-109.83884,-109.83884,-109.83884,-109.83884,-109.83884,-109.83884,-110.054726,-110.054726
12092,0.00137928,-109.059326,-109.059326,-109.059326,-109.059326,-109.059326,-109.059326,-109.139435,-109.139435
12093,0.0013793,-108.114044,-108.114044,-108.114044,-108.114044,-108.114044,-108.114044,-108.114044,-108.114044
12094,0.00137932,-106.954414,-106.954414,-106.954414,-106.954414,-106.954414,-106.954414,-106.9722,-106.9722
12095,0.00137934,-105.6486,-105.6486,-105.6486,-105.6486,-105.6486,-105.6486,-105.70389,-105.70389
12096,0.00137936,-112.848625,-112.014694,-110.483185,-112.035675,-109.08153,-115.028175,-104.293976,-104.293976
12097,0.00137938,-102.9507,-102.9507,-102.9507,-102.9507,-102.9507,-102.9507,-102.724396,-102.724396
12098,0.00137941,-100.7513,-100.7513,-100.7513,-100.7513,-100.7513,-100.7513,-100.96342,-100.96342
12099,0.00137943,-98.9783,-98.9783,-98.9783,-98.9783,-98.9783,-98.9783,-98.9783,-98.9783
12100,0.00137945,-96.84021,-96.84021,-96.84021,-96.84021,-96.84021,-96.84021,-96.746124,-96.746124
12101,0.00137947,-94.347244,-94.347244,-94.347244,-94.347244,-94.347244,-94.347244,-94.26248,-94.26248
12102,0.00137949,-102.33757,-101.108475,-99.46091,-101.35265,-99.055046,-103.3035,-91.536896,-91.536896
12103,0.00137951,-88.4661,-88.4661,-88.4661,-88.4661,-88.4661,-88.4661,-88.59061,-88.59061
12104,0.00137953,-85.26967,-85.26967,-85.26967,-85.26967,-85.26967,-85.26967,-85.44095,-85.44095
12105,0.00137955,-82.10184,-82.10184,-82.10184,-82.10184,-82.10184,-82.10184,-82.10184,-82.10184
12106,0.00137958,-77.53995,-77.53995,-77.53995,-77.53995,-77.53995,-77.53995,-78.57059,-78.57059
12107,0.0013796,-74.388115,-74.388115,-74.388115,-74.388115,-74.388115,-74.388115,-74.84085,-74.84085
12108,0.00137962,-83.64614,-83.62777,-78.93268,-82.28593,-81.21759,-82.87896,-70.91043,-70.91043
12109,0.00137964,-66.952835,-66.952835,-66.952835,-66.952835,-66.952835,-66.952835,-66.76541,-66.76541
12110,0.00137966,-62.559063,-62.559063,-62.559063,-62.559063,-62.559063,-62.559063,-62.39798,-62.39798
12111,0.00137968,-57.822296,-57.822296,-57.822296,-57.822296,-57.822296,-57.822296,-57.822296,-57.822296
12112,0.0013797,-52.859535,-52.859535,-52.859535,-52.859535,-52.859535,-52.859535,-53.062775,-53.062775
12113,0.00137972,-47.88305,-47.88305,-47.88305,-47.88305,-47.88305,-47.88305,-48.153107,-48.153107
12114,0.00137974,-57.86115,-61.46953,-52.85218,-55.996033,-56.654667,-54.417892,-43.128933,-43.128933
12115,0.00137977,-36.618305,-36.618305,-36.618305,-36.618305,-36.618305,-36.618305,-38.0242,-38.0242
12116,0.00137979,-32.31746,-32.31746,-32.31746,-32.31746,-32.31746,-32.31746,-32.86746,-32.86746
12117,0.00137981,-27.674833,-27.674833,-27.674833,-27.674833,-27.674833,-27.674833,-27.674833,-27.674833
12118,0.00137983,-22.498663,-22.498663,-22.498663,-22.498663,-22.498663,-22.498663,-22.448515,-22.448515
12119,0.00137985,-17.110563,-17.110563,-17.110563,-17.110563,-17.110563,-17.110563,-17.197783,-17.197783
12120,0.00137987,-27.879566,-30.52623,-23.587072,-24.601383,-27.369984,-22.911097,-11.960478,-11.960478
12121,0.00137989,-7.366935,-7.366935,-7.366935,-7.366935,-7.366935,-7.366935,-6.7702923,-6.7702923
12122,0.00137991,-3.122731,-3.122731,-3.122731,-3.122731,-3.122731,-3.122731,-1.6633586,-1.6633586
12123,0.00137994,3.3293173,3.3293173,3.3293173,3.3293173,3.3293173,3.3293173,3.3293173,3.3293173
12124,0.00137996,8.05622,8.05622,8.05622,8.05622,8.05622,8.05622,8.1821,8.1821
12125,0.00137998,12.866223,12.866223,12.866223,12.866223,12.866223,12.866223,12.857393,12.857393
12126,0.00138,3.6572564,0.90593725,4.1215124,6.6919537,2.5397997,7.1902456,17.345188,17.345188
12127,0.00138002,21.199163,21.199163,21.199163,21.199163,21.199163,21.199163,21.635471,21.635471
12128,0.00138004,24.614956,24.614956,24.614956,24.614956,24.614956,24.614956,25.71555,25.71555
12129,0.00138007,29.588596,29.588596,29.588596,29.588596,29.588596,29.588596,29.588596,29.588596
12130,0.00138009,33.153088,33.153088,33.153088,33.153088,33.153088,33.153088,33.26755,33.26755
12131,0.00138011,36.760265,36.760265,36.760265,36.760265,36.760265,36.760265,36.771458,36.771458
12132,0.00138013,27.312311,26.757095,25.97679,32.393166,27.365984,31.06163,40.12351,40.12351
12133,0.00138015,43.039867,43.039867,43.039867,43.039867,43.039867,43.039867,43.34421,43.34421
12134,0.00138017,45.64103,45.64103,45.64103,45.64103,45.64103,45.64103,46.441135,46.441135
12135,0.0013802,49.422825,49.422825,49.422825,49.422825,49.422825,49.422825,49.422825,49.422825
12136,0.00138022,52.122925,52.122925,52.122925,52.122925,52.122925,52.122925,52.294895,52.294895
12137,0.00138024,54.93046,54.93046,54.93046,54.93046,54.93046,54.93046,55.061985,55.061985
12138,0.00138026,49.051487,46.912235,49.97268,52.597557,46.89859,51.001358,57.72971,57.72971
12139,0.00138028,60.415974,60.415974,60.415974,60.415974,60.415974,60.415974,60.306614,60.306614
12140,0.0013803,62.928604,62.928604,62.928604,62.928604,62.928604,62.928604,62.801,62.801
12141,0.00138032,65.21799,65.21799,65.21799,65.21799,65.21799,65.21799,65.21799,65.21799
12142,0.00138035,68.2289,68.2289,68.2289,68.2289,68.2289,68.2289,67.5632,67.5632
12143,0.00138037,70.12043,70.12043,70.12043,70.12043,70.12043,70.12043,69.85251,69.85251
12144,0.00138039,65.300285,63.584324,67.618416,69.64911,62.296455,65.57827,72.077126,72.077126
12145,0.00138041,74.18287,74.18287,74.18287,74.18287,74.18287,74.18287,74.23167,74.23167
12146,0.00138043,76.316345,76.316345,76.316345,76.316345,76.316345,76.316345,76.310524,76.310524
12147,0.00138045,78.30491,78.30491,78.30491,78.30491,78.30491,78.30491,78.30491,78.30491
12148,0.00138047,80.02384,80.02384,80.02384,80.02384,80.02384,80.02384,80.20432,80.20432
12149,0.0013805,82.2582,82.2582,82.2582,82.2582,82.2582,82.2582,81.999,81.999
12150,0.00138052,78.20743,77.28978,80.62466,82.95195,75.21115,79.24452,83.686005,83.686005
12151,0.00138054,85.1657,85.1657,85.1657,85.1657,85.1657,85.1657,85.26072,85.26072
12152,0.00138056,86.648346,86.648346,86.648346,86.648346,86.648346,86.648346,86.716774,86.716774
12153,0.00138058,88.05222,88.05222,88.05222,88.05222,88.05222,88.05222,88.05222,88.05222
12154,0.0013806,89.30912,89.30912,89.30912,89.30912,89.30912,89.30912,89.267555,89.267555
12155,0.00138062,90.40482,90.40482,90.40482,90.40482,90.40482,90.40482,90.36326,90.36326
12156,0.00138064,87.677025,87.56765,91.14371,92.21504,85.1823,87.51157,91.3386,91.3386
12157,0.00138067,92.44767,92.44767,92.44767,92.44767,92.44767,92.44767,92.18796,92.18796
12158,0.00138069,93.02287,93.02287,93.02287,93.02287,93.02287,93.02287,92.90867,92.90867
12159,0.00138071,93.49411,93.49411,93.49411,93.49411,93.49411,93.49411,93.49411,93.49411
12160,0.00138073,93.87743,93.87743,93.87743,93.87743,93.87743,93.87743,93.93283,93.93283
12161,0.00138075,94.15901,94.15901,94.15901,94.15901,94.15901,94.15901,94.20994,94.20994
12162,0.00138077,93.26713,93.6578,97.800606,97.049126,90.63352,93.752686,94.317604,94.317604
12163,0.00138079,94.33647,94.33647,94.33647,94.33647,94.33647,94.33647,94.27243,94.27243
12164,0.00138082,94.107285,94.107285,94.107285,94.107285,94.107285,94.107285,94.09324,94.09324
12165,0.00138084,93.79147,93.79147,93.79147,93.79147,93.79147,93.79147,93.79147,93.79147
12166,0.00138086,93.35682,93.35682,93.35682,93.35682,93.35682,93.35682,93.37619,93.37619
12167,0.00138088,92.83239,92.83239,92.83239,92.83239,92.83239,92.83239,92.859344,92.859344
12168,0.0013809,94.00317,94.61158,99.05297,97.58244,91.33377,94.65616,92.25193,92.25193
12169,0.00138093,91.33142,91.33142,91.33142,91.33142,91.33142,91.33142,91.572235,91.572235
12170,0.00138095,90.691216,90.691216,90.691216,90.691216,90.691216,90.691216,90.8259,90.8259
12171,0.00138097,90.03074,90.03074,90.03074,90.03074,90.03074,90.03074,90.03074,90.03074
12172,0.00138099,89.34967,89.34967,89.34967,89.34967,89.34967,89.34967,89.2031,89.2031
12173,0.00138101,88.6432,88.6432,88.6432,88.6432,88.6432,88.6432,88.35935,88.35935
12174,0.00138104,90.91427,91.18694,95.32156,94.920746,88.35841,91.17188,87.52293,87.52293
12175,0.00138106,86.73764,86.73764,86.73764,86.73764,86.73764,86.73764,86.71628,86.71628
12176,0.00138108,85.969925,85.969925,85.969925,85.969925,85.969925,85.969925,85.963844,85.963844
12177,0.0013811,85.27756,85.27756,85.27756,85.27756,85.27756,85.27756,85.27756,85.27756
12178,0.00138112,84.70468,84.70468,84.70468,84.70468,84.70468,84.70468,84.66404,84.66404
12179,0.00138115,84.04218,84.04218,84.04218,84.04218,84.04218,84.04218,84.133766,84.133766
12180,0.00138117,85.97531,86.211784,91.05311,90.164925,83.45865,86.01353,83.6965,83.6965
12181,0.00138119,83.40694,83.40694,83.40694,83.40694,83.40694,83.40694,83.36277,83.36277
12182,0.00138121,83.186745,83.186745,83.186745,83.186745,83.186745,83.186745,83.139626,83.139626
12183,0.00138124,83.03196,83.03196,83.03196,83.03196,83.03196,83.03196,83.03196,83.03196
12184,0.00138126,83.069756,83.069756,83.069756,83.069756,83.069756,83.069756,83.04368,83.04368
12185,0.00138128,83.211945,83.211945,83.211945,83.211945,83.211945,83.211945,83.17869,83.17869
12186,0.0013813,83.22532,83.61825,89.74044,87.06423,80.54797,83.2903,83.44163,83.44163
12187,0.00138132,83.749115,83.749115,83.749115,83.749115,83.749115,83.749115,83.83591,83.83591
12188,0.00138135,84.40031,84.40031,84.40031,84.40031,84.40031,84.40031,84.35862,84.35862
12189,0.00138137,84.99948,84.99948,84.99948,84.99948,84.99948,84.99948,84.99948,84.99948
12190,0.00138139,85.74664,85.74664,85.74664,85.74664,85.74664,85.74664,85.74484,85.74484
12191,0.00138141,86.59423,86.59423,86.59423,86.59423,86.59423,86.59423,86.57736,86.57736
12192,0.00138143,85.16664,85.38931,90.44522,89.31718,82.61129,85.24438,87.47995,87.47995
12193,0.00138146,88.78366,88.78366,88.78366,88.78366,88.78366,88.78366,88.44138,88.44138
12194,0.00138148,89.63706,89.63706,89.63706,89.63706,89.63706,89.63706,89.44821,89.44821
12195,0.0013815,90.48801,90.48801,90.48801,90.48801,90.48801,90.48801,90.48801,90.48801
12196,0.00138152,91.3461,91.3461,91.3461,91.3461,91.3461,91.3461,91.540016,91.540016
12197,0.00138154,92.22444,92.22444,92.22444,92.22444,92.22444,92.22444,92.58543,92.58543
12198,0.00138157,90.41266,90.559814,94.41373,94.585144,87.87502,90.52832,93.610565,93.610565
12199,0.00138159,94.59029,94.59029,94.59029,94.59029,94.59029,94.59029,94.60471,94.60471
12200,0.00138161,95.57602,95.57602,95.57602,95.57602,95.57602,95.57602,95.57126,95.57126
12201,0.00138163,96.51853,96.51853,96.51853,96.51853,96.51853,96.51853,96.51853,96.51853
12202,0.00138166,97.78871,97.78871,97.78871,97.78871,97.78871,97.78871,97.4548,97.4548
12203,0.00138168,98.571754,98.571754,98.571754,98.571754,98.571754,98.571754,98.39158,98.39158
12204,0.0013817,97.06615,97.14381,100.237465,100.90725,94.306145,97.502945,99.34006,99.34006
12205,0.00138172,100.12358,100.12358,100.12358,100.12358,100.12358,100.12358,100.30833,100.30833
12206,0.00138174,100.94755,100.94755,100.94755,100.94755,100.94755,100.94755,101.300514,101.300514
12207,0.00138177,102.31198,102.31198,102.31198,102.31198,102.31198,102.31198,102.31198,102.31198
12208,0.00138179,103.32682,103.32682,103.32682,103.32682,103.32682,103.32682,103.33762,103.33762
12209,0.00138181,104.373024,104.373024,104.373024,104.373024,104.373024,104.373024,104.365204,104.365204
12210,0.00138183,103.28862,102.96829,105.80841,106.54875,100.10754,104.03085,105.381325,105.381325
12211,0.00138185,106.29773,106.29773,106.29773,106.29773,106.29773,106.29773,106.37692,106.37692
12212,0.00138188,107.520386,107.520386,107.520386,107.520386,107.520386,107.520386,107.34274,107.34274
12213,0.0013819,108.266815,108.266815,108.266815,108.266815,108.266815,108.266815,108.266815,108.266815
12214,0.00138192,108.98055,108.98055,108.98055,108.98055,108.98055,108.98055,109.13181,109.13181
12215,0.00138194,109.66458,109.66458,109.66458,109.66458,109.66458,109.66458,109.92332,109.92332
12216,0.00138197,109.306786,108.8978,111.70241,112.49555,105.86255,110.251045,110.63303,110.63303
12217,0.00138199,111.234665,111.234665,111.234665,111.234665,111.234665,111.234665,111.254616,111.254616
12218,0.00138201,111.77755,111.77755,111.77755,111.77755,111.77755,111.77755,111.78732,111.78732
12219,0.00138203,112.23483,112.23483,112.23483,112.23483,112.23483,112.23483,112.23483,112.23483
12220,0.00138205,112.58674,112.58674,112.58674,112.58674,112.58674,112.58674,112.59983,112.59983
12221,0.00138208,112.93787,112.93787,112.93787,112.93787,112.93787,112.93787,112.88206,112.88206
12222,0.0013821,113.5913,113.65131,116.748116,116.00907,110.0185,114.82079,113.07687,113.07687
12223,0.00138212,113.15115,113.15115,113.15115,113.15115,113.15115,113.15115,113.175514,113.175514
12224,0.00138214,113.14196,113.14196,113.14196,113.14196,113.14196,113.14196,113.16331,113.16331
12225,0.00138216,113.02366,113.02366,113.02366,113.02366,113.02366,113.02366,113.02366,113.02366
12226,0.00138219,112.6089,112.6089,112.6089,112.6089,112.6089,112.6089,112.74045,112.74045
12227,0.00138221,112.19039,112.19039,112.19039,112.19039,112.19039,112.19039,112.29685,112.29685
12228,0.00138223,114.36956,114.765854,118.19824,116.391594,110.765,115.73612,111.676735,111.676735
12229,0.00138225,111.06778,111.06778,111.06778,111.06778,111.06778,111.06778,110.87204,110.87204
12230,0.00138227,110.29942,110.29942,110.29942,110.29942,110.29942,110.29942,109.8823,109.8823
12231,0.0013823,108.67282,108.67282,108.67282,108.67282,108.67282,108.67282,108.67282,108.67282
12232,0.00138232,107.194046,107.194046,107.194046,107.194046,107.194046,107.194046,107.248505,107.248505
12233,0.00138234,105.50623,105.50623,105.50623,105.50623,105.50623,105.50623,105.60935,105.60935
12234,0.00138236,110.664604,109.82413,112.109604,114.275764,107.19339,111.428734,103.75998,103.75998
12235,0.00138238,102.05027,102.05027,102.05027,102.05027,102.05027,102.05027,101.706276,101.706276
12236,0.0013824,100.24961,100.24961,100.24961,100.24961,100.24961,100.24961,99.44895,99.44895
12237,0.00138243,96.977516,96.977516,96.977516,96.977516,96.977516,96.977516,96.977516,96.977516
12238,0.00138245,94.221115,94.221115,94.221115,94.221115,94.221115,94.221115,94.268776,94.268776
12239,0.00138247,91.169495,91.169495,91.169495,91.169495,91.169495,91.169495,91.30368,91.30368
12240,0.00138249,99.42063,98.105835,98.959076,103.975876,96.65912,99.25845,88.07615,88.07615
12241,0.00138251,85.11035,85.11035,85.11035,85.11035,85.11035,85.11035,84.597626,84.597626
12242,0.00138254,80.50785,80.50785,80.50785,80.50785,80.50785,80.50785,80.88743,80.88743
12243,0.00138256,76.9697,76.9697,76.9697,76.9697,76.9697,76.9697,76.9697,76.9697
12244,0.00138258,72.866615,72.866615,72.866615,72.866615,72.866615,72.866615,72.864235,72.864235
12245,0.0013826,68.47043,68.47043,68.47043,68.47043,68.47043,68.47043,68.58738,68.58738
12246,0.00138262,80.44571,78.84687,78.41433,86.27257,77.62017,82.40812,64.15769,64.15769
12247,0.00138264,60.18751,60.18751,60.18751,60.18751,60.18751,60.18751,59.593235,59.593235
12248,0.00138267,54.376995,54.376995,54.376995,54.376995,54.376995,54.376995,54.90549,54.90549
12249,0.00138269,50.12131,50.12131,50.12131,50.12131,50.12131,50.12131,50.12131,50.12131
12250,0.00138271,45.304367,45.304367,45.304367,45.304367,45.304367,45.304367,45.2551,45.2551
12251,0.00138273,40.233814,40.233814,40.233814,40.233814,40.233814,40.233814,40.322235,40.322235
12252,0.00138275,54.9875,52.085915,52.957355,60.04184,53.714653,58.0769,35.34445,35.34445
12253,0.00138278,28.859652,28.859652,28.859652,28.859652,28.859652,28.859652,30.337618,30.337618
12254,0.0013828,24.722565,24.722565,24.722565,24.722565,24.722565,24.722565,25.32419,25.32419
12255,0.00138282,20.325657,20.325657,20.325657,20.325657,20.325657,20.325657,20.325657,20.325657
12256,0.00138284,15.448877,15.448877,15.448877,15.448877,15.448877,15.448877,15.359835,15.359835
12257,0.00138286,10.393307,10.393307,10.393307,10.393307,10.393307,10.393307,10.444307,10.444307
12258,0.00138288,23.865835,22.917042,22.359823,29.477947,24.601788,29.479786,5.590304,5.590304
12259,0.00138291,-0.6242124,-0.6242124,-0.6242124,-0.6242124,-0.6242124,-0.6242124,0.8127157,0.8127157
12260,0.00138293,-4.4590898,-4.4590898,-4.4590898,-4.4590898,-4.4590898,-4.4590898,-3.866972,-3.866972
12261,0.00138295,-8.430204,-8.430204,-8.430204,-8.430204,-8.430204,-8.430204,-8.430204,-8.430204
12262,0.00138297,-12.749973,-12.749973,-12.749973,-12.749973,-12.749973,-12.749973,-12.864775,-12.864775
12263,0.00138299,-17.16822,-17.16822,-17.16822,-17.16822,-17.16822,-17.16822,-17.16287,-17.16287
12264,0.00138301,-3.239138,-5.470314,-3.0895398,-0.09709745,-4.07029,-0.36954033,-21.31912,-21.31912
12265,0.00138303,-24.94046,-24.94046,-24.94046,-24.94046,-24.94046,-24.94046,-25.333038,-25.333038
12266,0.00138305,-28.184465,-28.184465,-28.184465,-28.184465,-28.184465,-28.184465,-29.198515,-29.198515
12267,0.00138308,-32.902615,-32.902615,-32.902615,-32.902615,-32.902615,-32.902615,-32.902615,-32.902615
12268,0.0013831,-36.248352,-36.248352,-36.248352,-36.248352,-36.248352,-36.248352,-36.436066,-36.436066
12269,0.00138312,-39.66683,-39.66683,-39.66683,-39.66683,-39.66683,-39.66683,-39.792267,-39.792267
12270,0.00138314,-31.2933,-30.578772,-27.032434,-26.930912,-29.527473,-27.041271,-42.968536,-42.968536
12271,0.00138316,-46.005108,-46.005108,-46.005108,-46.005108,-46.005108,-46.005108,-45.96463,-45.96463
12272,0.00138318,-48.79278,-48.79278,-48.79278,-48.79278,-48.79278,-48.79278,-48.773956,-48.773956
12273,0.0013832,-51.388947,-51.388947,-51.388947,-51.388947,-51.388947,-51.388947,-51.388947,-51.388947
12274,0.00138322,-53.829323,-53.829323,-53.829323,-53.829323,-53.829323,-53.829323,-53.803497,-53.803497
12275,0.00138324,-56.062992,-56.062992,-56.062992,-56.062992,-56.062992,-56.062992,-56.013454,-56.013454
12276,0.00138326,-50.75938,-50.590485,-45.983383,-48.129757,-49.211227,-48.97405,-58.017365,-58.017365
12277,0.00138329,-60.35601,-60.35601,-60.35601,-60.35601,-60.35601,-60.35601,-59.81253,-59.81253
12278,0.00138331,-61.619602,-61.619602,-61.619602,-61.619602,-61.619602,-61.619602,-61.389435,-61.389435
12279,0.00138333,-62.747833,-62.747833,-62.747833,-62.747833,-62.747833,-62.747833,-62.747833,-62.747833
12280,0.00138335,-63.79976,-63.79976,-63.79976,-63.79976,-63.79976,-63.79976,-63.881622,-63.881622
12281,0.00138337,-64.7242,-64.7242,-64.7242,-64.7242,-64.7242,-64.7242,-64.78226,-64.78226
12282,0.00138339,-64.20321,-63.057957,-61.58835,-62.219795,-62.209137,-65.76663,-65.44241,-65.44241
12283,0.00138341,-65.88846,-65.88846,-65.88846,-65.88846,-65.88846,-65.88846,-65.85574,-65.85574
12284,0.00138343,-66.0475,-66.0475,-66.0475,-66.0475,-66.0475,-66.0475,-66.0159,-66.0159
12285,0.00138345,-65.91751,-65.91751,-65.91751,-65.91751,-65.91751,-65.91751,-65.91751,-65.91751
12286,0.00138347,-65.50651,-65.50651,-65.50651,-65.50651,-65.50651,-65.50651,-65.55789,-65.55789
12287,0.00138349,-64.86279,-64.86279,-64.86279,-64.86279,-64.86279,-64.86279,-64.936066,-64.936066
12288,0.00138351,-69.952835,-67.391,-68.53391,-68.01102,-67.46704,-73.04381,-64.04471,-64.04471
12289,0.00138353,-63.089245,-63.089245,-63.089245,-63.089245,-63.089245,-63.089245,-62.88089,-62.88089
12290,0.00138356,-61.285896,-61.285896,-61.285896,-61.285896,-61.285896,-61.285896,-61.44388,-61.44388
12291,0.00138358,-59.735138,-59.735138,-59.735138,-59.735138,-59.735138,-59.735138,-59.735138,-59.735138
12292,0.0013836,-57.837013,-57.837013,-57.837013,-57.837013,-57.837013,-57.837013,-57.753693,-57.753693
12293,0.00138362,-55.586025,-55.586025,-55.586025,-55.586025,-55.586025,-55.586025,-55.504425,-55.504425
12294,0.00138364,-62.167618,-61.448463,-59.126587,-60.159897,-60.263424,-63.128387,-52.989532,-52.989532
12295,0.00138366,-50.081062,-50.081062,-50.081062,-50.081062,-50.081062,-50.081062,-50.21048,-50.21048
12296,0.00138368,-46.998837,-46.998837,-46.998837,-46.998837,-46.998837,-46.998837,-47.176056,-47.176056
12297,0.0013837,-43.907257,-43.907257,-43.907257,-43.907257,-43.907257,-43.907257,-43.907257,-43.907257
12298,0.00138372,-40.910526,-40.910526,-40.910526,-40.910526,-40.910526,-40.910526,-40.415558,-40.415558
12299,0.00138375,-36.275856,-36.275856,-36.275856,-36.275856,-36.275856,-36.275856,-36.711452,-36.711452
12300,0.00138377,-45.817238,-45.312428,-39.241936,-42.277702,-43.764576,-41.972878,-32.806183,-32.806183
