,time,spline,prediction probe,prediction one case,prediction all case,target
373,0.011418626,2881.144,2881.144,2881.144,2881.144,-1326.3973
374,0.011420188,-191.29813,-191.29813,-191.29813,-191.29813,-8110.374
375,0.011421769,-3986.2878,4407.3765,82.00244,-1158.0894,-3986.2878
376,0.011423366,-6967.38,-6967.38,-6967.38,-6967.38,-5189.749
377,0.011425,-8605.74,-8605.74,-8605.74,-8605.74,-13135.827
378,0.011426639,-8555.093,1889.9086,134.4842,-1218.5226,-8555.093
379,0.011428255,-6776.9136,-6776.9136,-6776.9136,-6776.9136,84.30581
380,0.011429846,-4019.4197,-4019.4197,-4019.4197,-4019.4197,-1015.78015
381,0.01143142,-1134.3114,-974.5918,65.28151,-849.78687,-1134.3114
382,0.011433016,1180.4797,1180.4797,1180.4797,1180.4797,3066.2668
383,0.011434599,2359.7778,2359.7778,2359.7778,2359.7778,2729.0872
384,0.011436188,1976.7903,1460.2057,47.711697,-917.1002,1976.7903
385,0.011437809,-135.94934,-135.94934,-135.94934,-135.94934,-1414.2723
386,0.01143944,-2674.9797,-2674.9797,-2674.9797,-2674.9797,-2654.796
387,0.011441078,-3913.2256,4066.725,37.42562,-1148.3756,-3913.2256
388,0.01144274,-2615.5574,-2615.5574,-2615.5574,-2615.5574,-6417.7026
389,0.011444402,193.11064,193.11064,193.11064,193.11064,-1244.1161
390,0.011446049,2861.6887,3349.3682,147.75633,-724.4861,2861.6887
391,0.011447648,4143.3584,4143.3584,4143.3584,4143.3584,4923.353
392,0.011449169,4238.1035,4238.1035,4238.1035,4238.1035,4311.9077
393,0.011450668,3603.5403,4259.9707,146.29256,-694.7469,3603.5403
394,0.011452219,2517.6562,2517.6562,2517.6562,2517.6562,3555.4229
395,0.011453842,1174.4032,1174.4032,1174.4032,1174.4032,-988.1942
396,0.011455448,-121.10044,6713.0483,258.35803,387.64664,-121.10044
397,0.011457046,-1220.3157,-1220.3157,-1220.3157,-1220.3157,47.93081
398,0.011458626,-2301.2285,-2301.2285,-2301.2285,-2301.2285,-249.70982
399,0.011460204,-3635.538,4760.1597,349.6222,621.4694,-3635.538
400,0.01146177,-5266.372,-5266.372,-5266.372,-5266.372,-4382.507
401,0.01146334,-6453.558,-6453.558,-6453.558,-6453.558,-7236.2803
402,0.011464917,-6228.812,1421.2887,425.68326,-178.79376,-6228.812
403,0.011466517,-4064.937,-4064.937,-4064.937,-4064.937,-4302.9365
404,0.011468102,-1517.8921,-1517.8921,-1517.8921,-1517.8921,-3924.3743
405,0.011469679,-573.7411,884.64276,496.45895,-244.51642,-573.7411
406,0.011471271,-2538.2666,-2538.2666,-2538.2666,-2538.2666,-942.5457
407,0.011472864,-5962.7544,-5962.7544,-5962.7544,-5962.7544,-4365.0693
408,0.011474459,-8674.633,1344.7104,725.6817,-255.97491,-8674.633
409,0.011476025,-9024.993,-9024.993,-9024.993,-9024.993,-7980.452
410,0.011477571,-7514.708,-7514.708,-7514.708,-7514.708,-4116.0303
411,0.011479109,-5049.5615,143.44481,772.01587,-1024.997,-5049.5615
412,0.011480711,-2379.3213,-2379.3213,-2379.3213,-2379.3213,-3417.507
413,0.011482333,-505.2256,-505.2256,-505.2256,-505.2256,-4013.6008
414,0.011483947,-410.42856,169.05403,115.3377,-1376.6748,-410.42856
415,0.011485576,-2498.0925,-2498.0925,-2498.0925,-2498.0925,272.56363
416,0.011487178,-4891.7646,-4891.7646,-4891.7646,-4891.7646,-1503.8584
417,0.011488697,-5370.585,1922.6134,312.2573,-1464.9977,-5370.585
418,0.011490187,-2846.0752,-2846.0752,-2846.0752,-2846.0752,-2923.6162
419,0.011491684,1374.4365,1374.4365,1374.4365,1374.4365,1475.0558
420,0.011493203,5379.462,2472.5928,428.9392,-1297.7961,5379.462
421,0.011494733,7434.03,7434.03,7434.03,7434.03,3215.931
422,0.011496329,7165.836,7165.836,7165.836,7165.836,7231.423
423,0.011497937,4495.931,4902.5615,578.7424,-733.02124,4495.931
424,0.011499506,-21.587883,-21.587883,-21.587883,-21.587883,-1769.3192
425,0.011501089,-4768.435,-4768.435,-4768.435,-4768.435,-7537.241
426,0.011502704,-7668.452,5190.821,577.75653,-589.7558,-7668.452
427,0.011504331,-7204.694,-7204.694,-7204.694,-7204.694,-5143.9053
428,0.011505917,-5198.257,-5198.257,-5198.257,-5198.257,-2690.5068
429,0.011507489,-4096.1006,2673.0928,586.61176,-1066.5306,-4096.1006
430,0.011509071,-5542.197,-5542.197,-5542.197,-5542.197,-7250.741
431,0.011510676,-8359.493,-8359.493,-8359.493,-8359.493,-10639.085
432,0.011512293,-10512.171,-909.2858,355.19485,-839.9024,-10512.171
433,0.011513912,-10427.016,-10427.016,-10427.016,-10427.016,-10614.46
434,0.01151558,-8624.478,-8624.478,-8624.478,-8624.478,-9246.562
435,0.011517247,-6304.0615,-1850.066,96.08384,-612.71265,-6304.0615
436,0.011518903,-4428.83,-4428.83,-4428.83,-4428.83,-1245.7098
437,0.011520531,-2853.357,-2853.357,-2853.357,-2853.357,-487.95984
438,0.011522167,-1122.7255,-1366.912,400.2892,-543.26245,-1122.7255
439,0.011523796,974.4101,974.4101,974.4101,974.4101,4934.157
440,0.011525377,2884.706,2884.706,2884.706,2884.706,7580.7515
441,0.011526986,4039.5405,2648.5422,290.07144,-650.0645,4039.5405
442,0.011528599,3983.4412,3983.4412,3983.4412,3983.4412,2743.845
443,0.011530236,3298.6272,3298.6272,3298.6272,3298.6272,4770.7275
444,0.011531894,2866.5247,5512.0825,249.44948,-747.58514,2866.5247
445,0.011533594,3373.4556,3373.4556,3373.4556,3373.4556,-332.1786
446,0.011535308,4407.4604,4407.4604,4407.4604,4407.4604,386.13394
447,0.011536974,5211.4077,7610.7466,218.19254,-1307.4669,5211.4077
448,0.011538608,5312.528,5312.528,5312.528,5312.528,4217.853
449,0.011540268,4932.406,4932.406,4932.406,4932.406,4688.345
450,0.011541883,4473.0093,7997.408,297.08936,-386.40643,4473.0093
451,0.01154347,4163.028,4163.028,4163.028,4163.028,2815.6965
